"No.","Time","Source","Destination","Protocol","Length","Info"
"1795","31.701591","151.101.157.91","10.169.7.84","TCP","54","443  >  55930 [ACK] Seq=4574 Ack=2314 Win=218112 Len=0"
"1796","31.721449","10.169.7.84","34.49.51.44","TCP","339","[TCP Retransmission] 55929  >  443 [PSH, ACK] Seq=2674 Ack=862 Win=130560 Len=285"
"1797","31.782552","151.101.157.91","10.169.7.84","TCP","54","443  >  55931 [ACK] Seq=4509 Ack=1979 Win=218112 Len=0"
"1798","31.782552","151.101.157.91","10.169.7.84","TCP","54","443  >  55931 [ACK] Seq=4509 Ack=2088 Win=218112 Len=0"
"1799","31.782552","151.101.157.91","10.169.7.84","TCP","54","443  >  55931 [ACK] Seq=4509 Ack=2113 Win=218112 Len=0"
"1800","31.782552","151.101.157.91","10.169.7.84","TLSv1.3","119","Application Data"
"1801","31.782552","151.101.157.91","10.169.7.84","TLSv1.3","78","Application Data"
"1802","31.782640","10.169.7.84","151.101.157.91","TCP","54","55931  >  443 [ACK] Seq=2113 Ack=4599 Win=131328 Len=0"
"1803","31.858687","10.169.7.84","151.101.157.91","TLSv1.3","89","Application Data"
"1804","31.942473","34.49.51.44","10.169.7.84","TLSv1.3","672","Application Data, Application Data"
"1805","31.945110","10.169.7.84","34.49.51.44","TLSv1.3","78","Application Data"
"1806","31.945185","10.169.7.84","34.49.51.44","TCP","54","55928  >  443 [FIN, ACK] Seq=2715 Ack=831 Win=130560 Len=0"
"1807","31.960667","151.101.157.91","10.169.7.84","TLSv1.3","362","Application Data"
"1808","31.960667","151.101.157.91","10.169.7.84","TLSv1.3","129","Application Data"
"1809","31.960667","34.49.51.44","10.169.7.84","TLSv1.3","85","Application Data"
"1810","31.960744","10.169.7.84","151.101.157.91","TCP","54","55930  >  443 [ACK] Seq=2380 Ack=4957 Win=131072 Len=0"
"1811","32.001193","10.169.7.84","34.49.51.44","TCP","54","55928  >  443 [ACK] Seq=2716 Ack=862 Win=130560 Len=0"
"1812","32.042296","34.49.51.44","10.169.7.84","TLSv1.3","335","Application Data"
"1813","32.045181","10.169.7.84","34.49.51.44","TLSv1.3","93","Application Data"
"1814","32.053196","10.169.7.84","10.169.7.221","DNS","96","Standard query 0x0565 A classify-client.services.mozilla.com"
"1815","32.448559","10.169.7.84","151.101.157.91","TCP","120","[TCP Retransmission] 55930  >  443 [PSH, ACK] Seq=2314 Ack=4957 Win=131072 Len=66"
"1816","32.621802","151.101.157.91","10.169.7.84","TCP","66","[TCP Dup ACK 1795#1] 443  >  55930 [ACK] Seq=4957 Ack=2314 Win=218112 Len=0 SLE=1915 SRE=2314"
"1817","32.701720","34.49.51.44","10.169.7.84","TCP","335","[TCP Spurious Retransmission] 443  >  55929 [PSH, ACK] Seq=862 Ack=2928 Win=267520 Len=277"
"1818","32.701766","10.169.7.84","34.49.51.44","TCP","66","[TCP Dup ACK 1813#1] 55929  >  443 [ACK] Seq=2998 Ack=1139 Win=130304 Len=0 SLE=862 SRE=1139"
"1819","32.759212","10.169.7.84","10.169.7.221","DNS","97","Standard query 0x5cff A firefox.settings.services.mozilla.com"
"1820","32.759301","10.169.7.84","10.169.7.221","DNS","97","Standard query 0x0afa AAAA firefox.settings.services.mozilla.com"
"1821","33.010022","10.169.7.84","10.169.7.221","DNS","97","Standard query 0x2bed A firefox.settings.services.mozilla.com"
"1822","33.082479","151.101.157.91","10.169.7.84","TCP","54","443  >  55931 [RST] Seq=4509 Win=0 Len=0"
"1823","33.082479","151.101.157.91","10.169.7.84","TCP","54","443  >  55930 [ACK] Seq=4957 Ack=2345 Win=218112 Len=0"
"1824","33.173274","10.169.7.84","34.49.51.44","TCP","78","[TCP Retransmission] 55928  >  443 [FIN, PSH, ACK] Seq=2691 Ack=862 Win=130560 Len=24"
"1825","33.187387","151.101.157.91","10.169.7.84","TCP","54","443  >  55930 [ACK] Seq=4957 Ack=2380 Win=218112 Len=0"
"1826","33.202820","34.49.51.44","10.169.7.84","TCP","70","443  >  55929 [ACK] Seq=1139 Ack=2959 Win=267520 Len=0 SLE=2674 SRE=2928"
"1827","33.248926","34.49.51.44","10.169.7.84","TCP","54","443  >  55928 [FIN, ACK] Seq=862 Ack=2715 Win=267520 Len=0"
"1828","33.248989","10.169.7.84","34.49.51.44","TCP","54","55928  >  443 [ACK] Seq=2716 Ack=863 Win=130560 Len=0"
"1829","33.269725","34.49.51.44","10.169.7.84","TCP","54","443  >  55928 [ACK] Seq=863 Ack=2716 Win=267520 Len=0"
"1830","33.304805","34.49.51.44","10.169.7.84","TCP","58","443  >  55929 [ACK] Seq=1139 Ack=2998 Win=267520 Len=0"
"1831","33.306155","10.169.7.221","10.169.7.84","DNS","148","Standard query response 0x0565 A classify-client.services.mozilla.com CNAME mozilla.map.fastly.net A 151.101.157.91"
"1832","33.307109","10.169.7.84","10.169.7.221","DNS","96","Standard query 0x9b60 AAAA classify-client.services.mozilla.com"
"1833","33.312109","10.169.7.221","10.169.7.84","DNS","160","Standard query response 0x9b60 AAAA classify-client.services.mozilla.com CNAME mozilla.map.fastly.net AAAA 2a04:4e42:25::347"
"1834","33.315778","10.169.7.84","151.101.157.91","TLSv1.3","171","Application Data"
"1835","33.316830","10.169.7.84","151.101.157.91","TCP","66","55932  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1836","33.392112","151.101.157.91","10.169.7.84","TCP","66","[TCP Dup ACK 1825#1] 443  >  55930 [ACK] Seq=4957 Ack=2380 Win=218112 Len=0 SLE=2314 SRE=2380"
"1837","33.392112","151.101.157.91","10.169.7.84","TCP","66","443  >  55932 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1370 SACK_PERM WS=512"
"1838","33.392190","10.169.7.84","151.101.157.91","TCP","54","55932  >  443 [ACK] Seq=1 Ack=1 Win=131328 Len=0"
"1839","33.408024","10.169.7.84","151.101.157.91","TCP","1424","55932  >  443 [ACK] Seq=1 Ack=1 Win=131328 Len=1370 [TCP PDU reassembled in 1841]"
"1840","33.408024","10.169.7.84","151.101.157.91","TCP","144","55932  >  443 [PSH, ACK] Seq=1371 Ack=1 Win=131328 Len=90 [TCP PDU reassembled in 1841]"
"1841","33.408112","10.169.7.84","151.101.157.91","TLSv1.3","515","Client Hello (SNI=classify-client.services.mozilla.com)"
"1842","33.557530","10.169.7.84","151.101.157.91","TCP","1424","[TCP Retransmission] 55932  >  443 [PSH, ACK] Seq=552 Ack=1 Win=131328 Len=1370 [TCP PDU reassembled in 1841]"
"1843","33.687513","10.169.7.221","10.169.7.84","DNS","149","Standard query response 0x5cff A firefox.settings.services.mozilla.com CNAME mozilla.map.fastly.net A 151.101.157.91"
"1844","33.727703","10.169.7.221","10.169.7.84","DNS","161","Standard query response 0x0afa AAAA firefox.settings.services.mozilla.com CNAME mozilla.map.fastly.net AAAA 2a04:4e42:25::347"
"1845","33.730862","2409:4072:888:f276:6820:e57f:8fac:50de","2a04:4e42:25::347","TCP","86","55933  >  443 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 WS=256 SACK_PERM"
"1846","33.759513","10.169.7.221","10.169.7.84","DNS","149","Standard query response 0x2bed A firefox.settings.services.mozilla.com CNAME mozilla.map.fastly.net A 151.101.157.91"
"1847","33.760997","10.169.7.84","151.101.157.91","TCP","66","55934  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1848","33.781982","2a04:4e42:25::347","2409:4072:888:f276:6820:e57f:8fac:50de","TCP","86","443  >  55933 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1370 SACK_PERM WS=512"
"1849","33.782067","2409:4072:888:f276:6820:e57f:8fac:50de","2a04:4e42:25::347","TCP","74","55933  >  443 [ACK] Seq=1 Ack=1 Win=131328 Len=0"
"1850","33.783596","2409:4072:888:f276:6820:e57f:8fac:50de","2a04:4e42:25::347","TLSv1.2","591","Client Hello (SNI=firefox.settings.services.mozilla.com)"
"1851","33.858501","10.169.7.84","151.101.157.91","TCP","1424","[TCP Retransmission] 55932  >  443 [ACK] Seq=1 Ack=1 Win=131328 Len=1370"
"1852","33.863568","34.49.51.44","10.169.7.84","TCP","58","[TCP Dup ACK 1829#1] 443  >  55928 [ACK] Seq=863 Ack=2716 Win=267520 Len=0"
"1853","33.863761","151.101.157.91","10.169.7.84","TCP","66","443  >  55934 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1370 SACK_PERM WS=512"
"1854","33.863845","10.169.7.84","151.101.157.91","TCP","54","55934  >  443 [ACK] Seq=1 Ack=1 Win=131328 Len=0"
"1855","33.865260","10.169.7.84","151.101.157.91","TLSv1.2","276","Client Hello (SNI=firefox.settings.services.mozilla.com)"
"1856","33.942246","151.101.157.91","10.169.7.84","TCP","54","443  >  55930 [ACK] Seq=4957 Ack=2497 Win=218112 Len=0"
"1857","34.058155","2409:4072:888:f276:6820:e57f:8fac:50de","2a04:4e42:25::347","TCP","591","[TCP Retransmission] 55933  >  443 [PSH, ACK] Seq=1 Ack=1 Win=131328 Len=517"
"1858","34.166525","10.169.7.84","151.101.157.91","TCP","276","[TCP Retransmission] 55934  >  443 [PSH, ACK] Seq=1 Ack=1 Win=131328 Len=222"
"1859","34.201500","151.101.157.91","10.169.7.84","TLSv1.3","150","Application Data"
"1860","34.201500","151.101.157.91","10.169.7.84","TLSv1.3","149","Application Data"
"1861","34.201559","10.169.7.84","151.101.157.91","TCP","54","55930  >  443 [ACK] Seq=2497 Ack=5148 Win=130816 Len=0"
"1862","34.358571","2409:4072:888:f276:6820:e57f:8fac:50de","2a04:4e42:25::347","TCP","591","[TCP Retransmission] 55933  >  443 [PSH, ACK] Seq=1 Ack=1 Win=131328 Len=517"
"1863","34.395171","151.101.157.91","10.169.7.84","TCP","66","[TCP Retransmission] 443  >  55932 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1370 SACK_PERM WS=512"
"1864","34.395219","10.169.7.84","151.101.157.91","TCP","66","55932  >  443 [ACK] Seq=1371 Ack=1 Win=131328 Len=0 SLE=0 SRE=1"
"1865","34.458712","10.169.7.84","151.101.157.91","TCP","1424","[TCP Retransmission] 55932  >  443 [ACK] Seq=1 Ack=1 Win=131328 Len=1370"
"1866","34.468456","10.169.7.84","151.101.157.91","TCP","276","[TCP Retransmission] 55934  >  443 [PSH, ACK] Seq=1 Ack=1 Win=131328 Len=222"
"1867","34.564101","151.101.157.91","10.169.7.84","TCP","54","443  >  55932 [ACK] Seq=1 Ack=1371 Win=218112 Len=0"
"1868","34.564157","10.169.7.84","151.101.157.91","TCP","605","[TCP Retransmission] 55932  >  443 [PSH, ACK] Seq=1371 Ack=1 Win=131328 Len=551 [TCP PDU reassembled in 1841]"
"1869","34.671649","151.101.157.91","10.169.7.84","TCP","54","443  >  55932 [ACK] Seq=1 Ack=1461 Win=218112 Len=0"
"1870","34.805040","2a04:4e42:25::347","2409:4072:888:f276:6820:e57f:8fac:50de","TCP","86","[TCP Retransmission] 443  >  55933 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1370 SACK_PERM WS=512"
"1871","34.805079","2409:4072:888:f276:6820:e57f:8fac:50de","2a04:4e42:25::347","TCP","86","[TCP Dup ACK 1849#1] 55933  >  443 [ACK] Seq=518 Ack=1 Win=131328 Len=0 SLE=0 SRE=1"
"1872","34.865941","151.101.157.91","10.169.7.84","TCP","54","443  >  55932 [ACK] Seq=1 Ack=1922 Win=218112 Len=0"
"1873","34.866104","151.101.157.91","10.169.7.84","TLSv1.3","1424","Server Hello, Change Cipher Spec, Application Data"
"1874","34.866252","151.101.157.91","10.169.7.84","TCP","1424","443  >  55932 [ACK] Seq=1371 Ack=1922 Win=218112 Len=1370 [TCP PDU reassembled in 1876]"
"1875","34.866290","10.169.7.84","151.101.157.91","TCP","54","55932  >  443 [ACK] Seq=1922 Ack=2741 Win=131328 Len=0"
"1876","34.866526","151.101.157.91","10.169.7.84","TLSv1.3","1424","Application Data"
"1877","34.866526","151.101.157.91","10.169.7.84","TLSv1.3","452","Application Data, Application Data, Application Data"
"1878","34.866526","151.101.157.91","10.169.7.84","TCP","66","[TCP Retransmission] 443  >  55934 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1370 SACK_PERM WS=512"
"1879","34.866593","10.169.7.84","151.101.157.91","TCP","66","[TCP Dup ACK 1854#1] 55934  >  443 [ACK] Seq=223 Ack=1 Win=131328 Len=0 SLE=0 SRE=1"
"1880","34.866629","10.169.7.84","151.101.157.91","TCP","54","55932  >  443 [ACK] Seq=1922 Ack=4509 Win=131328 Len=0"
"1881","34.896222","10.169.7.84","151.101.157.91","TLSv1.3","118","Change Cipher Spec, Application Data"
"1882","34.897365","10.169.7.84","151.101.157.91","TLSv1.3","163","Application Data"
"1883","34.902369","10.169.7.84","151.101.157.91","TLSv1.3","78","Application Data"
"1884","34.902458","10.169.7.84","151.101.157.91","TCP","54","55932  >  443 [FIN, ACK] Seq=2119 Ack=4509 Win=131328 Len=0"
"1885","34.958412","2409:4072:888:f276:6820:e57f:8fac:50de","2a04:4e42:25::347","TCP","591","[TCP Retransmission] 55933  >  443 [PSH, ACK] Seq=1 Ack=1 Win=131328 Len=517"
"1886","34.988157","10.169.7.84","10.169.7.221","DNS","79","Standard query 0x9a41 HTTPS ads-img.mozilla.org"
"1887","34.991202","10.169.7.84","10.169.7.221","DNS","79","Standard query 0xd60c A ads-img.mozilla.org"
"1888","34.991298","10.169.7.84","10.169.7.221","DNS","79","Standard query 0x1d00 AAAA ads-img.mozilla.org"
"1889","34.996882","10.169.7.221","10.169.7.84","DNS","95","Standard query response 0xd60c A ads-img.mozilla.org A 151.101.1.91"
"1890","34.997074","10.169.7.221","10.169.7.84","DNS","107","Standard query response 0x1d00 AAAA ads-img.mozilla.org AAAA 2a04:4e42::347"
"1891","35.008429","10.169.7.84","151.101.1.91","TCP","66","55936  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1892","35.071391","10.169.7.84","151.101.157.91","TCP","276","[TCP Retransmission] 55934  >  443 [PSH, ACK] Seq=1 Ack=1 Win=131328 Len=222"
"1893","35.258234","10.169.7.84","151.101.1.91","TCP","66","55937  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1894","35.263343","151.101.157.91","10.169.7.84","TCP","66","[TCP Dup ACK 1872#1] 443  >  55932 [ACK] Seq=4509 Ack=1922 Win=218112 Len=0 SLE=552 SRE=1922"
"1895","35.364067","151.101.1.91","10.169.7.84","TCP","66","443  >  55936 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1370 SACK_PERM WS=512"
"1896","35.364160","10.169.7.84","151.101.1.91","TCP","54","55936  >  443 [ACK] Seq=1 Ack=1 Win=131328 Len=0"
"1897","35.395357","10.169.7.84","151.101.1.91","TCP","1424","55936  >  443 [ACK] Seq=1 Ack=1 Win=131328 Len=1370 [TCP PDU reassembled in 1899]"
"1898","35.395357","10.169.7.84","151.101.1.91","TCP","144","55936  >  443 [PSH, ACK] Seq=1371 Ack=1 Win=131328 Len=90 [TCP PDU reassembled in 1899]"
"1899","35.395462","10.169.7.84","151.101.1.91","TLSv1.3","945","Client Hello (SNI=ads-img.mozilla.org)"
"1900","35.398150","10.169.7.84","151.101.1.91","TLSv1.3","60","Change Cipher Spec"
"1901","35.398242","10.169.7.84","151.101.1.91","TCP","642","55936  >  443 [PSH, ACK] Seq=2358 Ack=1 Win=131328 Len=588"
"1902","35.424562","151.101.1.91","10.169.7.84","TCP","66","443  >  55937 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1370 SACK_PERM WS=512"
"1903","35.424654","10.169.7.84","151.101.1.91","TCP","54","55937  >  443 [ACK] Seq=1 Ack=1 Win=131328 Len=0"
"1904","35.452834","10.169.7.84","151.101.1.91","TCP","1424","55937  >  443 [ACK] Seq=1 Ack=1 Win=131328 Len=1370 [TCP PDU reassembled in 1906]"
"1905","35.452834","10.169.7.84","151.101.1.91","TCP","144","55937  >  443 [PSH, ACK] Seq=1371 Ack=1 Win=131328 Len=90 [TCP PDU reassembled in 1906]"
"1906","35.452938","10.169.7.84","151.101.1.91","TLSv1.3","945","Client Hello (SNI=ads-img.mozilla.org)"
"1907","35.454059","10.169.7.84","151.101.1.91","TLSv1.3","60","Change Cipher Spec"
"1908","35.454132","10.169.7.84","151.101.1.91","TLSv1.3","146","Application Data"
"1909","35.629265","2409:4072:888:f276:6820:e57f:8fac:50de","2603:1063:27:2::14","TCP","716","[TCP Retransmission] 55921  >  443 [PSH, ACK] Seq=159 Ack=343 Win=1021 Len=642"
"1910","35.779651","10.169.7.84","151.101.1.91","TCP","1424","[TCP Retransmission] 55937  >  443 [PSH, ACK] Seq=1080 Ack=1 Win=131328 Len=1370"
"1911","35.801731","2a04:4e42:25::347","2409:4072:888:f276:6820:e57f:8fac:50de","TCP","74","443  >  55933 [ACK] Seq=1 Ack=518 Win=218624 Len=0"
"1912","35.801731","2a04:4e42:25::347","2409:4072:888:f276:6820:e57f:8fac:50de","TLSv1.2","230","Server Hello, Change Cipher Spec, Encrypted Handshake Message"
"1913","35.803512","2409:4072:888:f276:6820:e57f:8fac:50de","2a04:4e42:25::347","TLSv1.2","125","Change Cipher Spec, Encrypted Handshake Message"
"1914","35.804855","2409:4072:888:f276:6820:e57f:8fac:50de","2a04:4e42:25::347","TLSv1.2","173","Application Data"
"1915","35.804951","2409:4072:888:f276:6820:e57f:8fac:50de","2a04:4e42:25::347","TLSv1.2","351","Application Data"
"1916","36.090975","10.169.7.84","151.101.1.91","TCP","1424","[TCP Retransmission] 55936  >  443 [PSH, ACK] Seq=1576 Ack=1 Win=131328 Len=1370"
"1917","36.266723","10.169.7.84","151.101.1.91","TCP","1424","[TCP Retransmission] 55937  >  443 [ACK] Seq=1 Ack=1 Win=131328 Len=1370"
"1918","36.275504","10.169.7.84","151.101.157.91","TCP","276","[TCP Retransmission] 55934  >  443 [PSH, ACK] Seq=1 Ack=1 Win=131328 Len=222"
"1919","36.402809","2600:9000:2354:ce00:19:e3cb:f900:93a1","2409:4072:888:f276:6820:e57f:8fac:50de","TCP","1098","[TCP Retransmission] 443  >  55865 [ACK] Seq=1022361 Ack=1 Win=631 Len=1024"
"1920","36.402809","151.101.1.91","10.169.7.84","TCP","66","[TCP Out-Of-Order] 443  >  55936 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1370 SACK_PERM WS=512"
"1921","36.402876","10.169.7.84","151.101.1.91","TCP","66","[TCP Dup ACK 1896#1] 55936  >  443 [ACK] Seq=2946 Ack=1 Win=131328 Len=0 SLE=0 SRE=1"
"1922","36.445498","2a04:4e42:25::347","2409:4072:888:f276:6820:e57f:8fac:50de","TCP","86","[TCP Dup ACK 1911#1] 443  >  55933 [ACK] Seq=157 Ack=518 Win=218624 Len=0 SLE=1 SRE=518"
"1923","36.480159","151.101.1.91","10.169.7.84","TCP","66","[TCP Retransmission] 443  >  55937 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1370 SACK_PERM WS=512"
"1924","36.480207","10.169.7.84","151.101.1.91","TCP","66","55937  >  443 [ACK] Seq=1371 Ack=1 Win=131328 Len=0 SLE=0 SRE=1"
"1925","36.595451","2409:4072:888:f276:6820:e57f:8fac:50de","2603:1063:27:2::14","TCP","74","55921  >  443 [RST, ACK] Seq=801 Ack=343 Win=0 Len=0"
"1926","36.644309","151.101.157.91","10.169.7.84","TCP","54","443  >  55934 [ACK] Seq=1 Ack=223 Win=219136 Len=0"
"1927","36.743103","151.101.157.91","10.169.7.84","TLSv1.2","1424","Server Hello"
"1928","36.783844","10.169.7.84","151.101.157.91","TCP","54","55934  >  443 [ACK] Seq=223 Ack=1371 Win=131328 Len=0"
"1929","36.795242","151.101.157.91","10.169.7.84","TCP","1424","443  >  55934 [ACK] Seq=1371 Ack=223 Win=219136 Len=1370 [TCP PDU reassembled in 1932]"
"1930","36.796106","151.101.157.91","10.169.7.84","TCP","1424","443  >  55934 [ACK] Seq=2741 Ack=223 Win=219136 Len=1370 [TCP PDU reassembled in 1932]"
"1931","36.796147","10.169.7.84","151.101.157.91","TCP","54","55934  >  443 [ACK] Seq=223 Ack=4111 Win=131328 Len=0"
"1932","36.796299","151.101.157.91","10.169.7.84","TLSv1.2","491","Certificate, Server Key Exchange, Server Hello Done"
"1933","36.802195","10.169.7.84","151.101.157.91","TLSv1.2","147","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"1934","36.901501","2a04:4e42:25::347","2409:4072:888:f276:6820:e57f:8fac:50de","TCP","230","[TCP Spurious Retransmission] 443  >  55933 [PSH, ACK] Seq=1 Ack=518 Win=218624 Len=156"
"1935","36.901551","2409:4072:888:f276:6820:e57f:8fac:50de","2a04:4e42:25::347","TCP","86","[TCP Dup ACK 1913#1] 55933  >  443 [ACK] Seq=945 Ack=157 Win=131328 Len=0 SLE=1 SRE=157"
"1936","37.133944","10.169.7.84","151.101.1.91","TCP","1424","[TCP Retransmission] 55936  >  443 [ACK] Seq=1 Ack=1 Win=131328 Len=1370"
"1937","37.145649","10.169.7.84","151.101.157.91","TCP","251","[TCP Retransmission] 55932  >  443 [FIN, PSH, ACK] Seq=1922 Ack=4509 Win=131328 Len=197"
"1938","37.244326","10.169.7.84","151.101.1.91","TCP","1424","[TCP Retransmission] 55937  >  443 [ACK] Seq=1 Ack=1 Win=131328 Len=1370"
"1939","37.424410","151.101.1.91","10.169.7.84","TCP","54","443  >  55936 [ACK] Seq=1 Ack=1371 Win=218112 Len=0"
"1940","37.424470","10.169.7.84","151.101.1.91","TCP","1424","[TCP Out-Of-Order] 55936  >  443 [PSH, ACK] Seq=1371 Ack=1 Win=131328 Len=1370 [TCP PDU reassembled in 1899], Change Cipher Spec"
"1941","37.424470","10.169.7.84","151.101.1.91","TLSv1.3","259","[TCP Retransmission] , Application Data"
"1942","38.047173","10.169.7.84","10.169.7.221","DNS","87","Standard query 0x367d A safebrowsing.googleapis.com"
"1943","38.047275","10.169.7.84","10.169.7.221","DNS","87","Standard query 0xe461 AAAA safebrowsing.googleapis.com"
"1944","38.062186","151.101.1.91","10.169.7.84","TCP","66","[TCP Dup ACK 1939#1] 443  >  55936 [ACK] Seq=1 Ack=1371 Win=218112 Len=0 SLE=1576 SRE=2946"
"1945","38.179114","2409:4072:888:f276:6820:e57f:8fac:50de","2a04:4e42:25::347","TCP","501","[TCP Retransmission] 55933  >  443 [PSH, ACK] Seq=518 Ack=157 Win=131328 Len=427"
"1946","38.182118","151.101.157.91","10.169.7.84","TCP","54","443  >  55934 [ACK] Seq=4548 Ack=316 Win=219136 Len=0"
"1947","38.182118","151.101.157.91","10.169.7.84","TLSv1.2","312","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"1948","38.189137","10.169.7.84","151.101.157.91","TLSv1.2","153","Application Data"
"1949","38.189355","10.169.7.84","151.101.157.91","TLSv1.2","100","Application Data"
"1950","38.191150","10.169.7.84","151.101.157.91","TLSv1.2","85","Encrypted Alert"
"1951","38.191239","10.169.7.84","151.101.157.91","TCP","54","55934  >  443 [FIN, ACK] Seq=492 Ack=4806 Win=130816 Len=0"
"1952","38.199690","36:7f:3f:d4:fc:05","HonHaiPrecis_b5:6b:1d","ARP","42","Who has 10.169.7.84? Tell 10.169.7.221"
"1953","38.199716","HonHaiPrecis_b5:6b:1d","36:7f:3f:d4:fc:05","ARP","42","10.169.7.84 is at d8:5d:e2:b5:6b:1d"
"1954","38.466286","10.169.7.84","151.101.1.91","TCP","1424","[TCP Retransmission] 55936  >  443 [PSH, ACK] Seq=1371 Ack=1 Win=131328 Len=1370"
"1955","38.774384","10.169.7.84","151.101.157.91","TCP","230","[TCP Retransmission] 55934  >  443 [FIN, PSH, ACK] Seq=316 Ack=4806 Win=130816 Len=176"
"1956","38.967960","fe80::347f:3fff:fed4:fc05","2409:4072:888:f276:6820:e57f:8fac:50de","ICMPv6","86","Neighbor Solicitation for 2409:4072:888:f276:6820:e57f:8fac:50de from 36:7f:3f:d4:fc:05"
"1957","38.968014","2409:4072:888:f276:6820:e57f:8fac:50de","fe80::347f:3fff:fed4:fc05","ICMPv6","86","Neighbor Advertisement 2409:4072:888:f276:6820:e57f:8fac:50de (sol, ovr) is at d8:5d:e2:b5:6b:1d"
"1958","39.192453","10.169.7.84","151.101.1.91","TCP","1424","[TCP Retransmission] 55937  >  443 [ACK] Seq=1 Ack=1 Win=131328 Len=1370"
"1959","39.661765","151.101.1.91","10.169.7.84","TCP","74","[TCP Dup ACK 1939#2] 443  >  55936 [ACK] Seq=1 Ack=1371 Win=218112 Len=0 SLE=1 SRE=1371 SLE=1576 SRE=2946"
"1960","39.983932","151.101.157.91","10.169.7.84","TCP","312","[TCP Spurious Retransmission] 443  >  55934 [PSH, ACK] Seq=4548 Ack=316 Win=219136 Len=258"
"1961","39.983982","10.169.7.84","151.101.157.91","TCP","66","[TCP Dup ACK 1948#1] 55934  >  443 [ACK] Seq=493 Ack=4806 Win=130816 Len=0 SLE=4548 SRE=4806"
"1962","39.990584","10.169.7.84","10.169.7.221","DNS","79","Standard query 0x9a41 HTTPS ads-img.mozilla.org"
"1963","40.282367","151.101.1.91","10.169.7.84","TCP","66","443  >  55936 [ACK] Seq=1 Ack=2946 Win=216576 Len=0 SLE=1576 SRE=2741"
"1964","40.282960","151.101.1.91","10.169.7.84","TLSv1.3","1424","Server Hello, Change Cipher Spec, Application Data, Application Data"
"1965","40.283165","151.101.1.91","10.169.7.84","TLSv1.3","237","Application Data"
"1966","40.283165","151.101.1.91","10.169.7.84","TLSv1.3","119","Application Data"
"1967","40.283218","10.169.7.84","151.101.1.91","TCP","54","55936  >  443 [ACK] Seq=2946 Ack=1619 Win=131328 Len=0"
"1968","40.323090","10.169.7.84","151.101.1.91","TLSv1.3","138","Application Data, Application Data"
"1969","40.326141","10.169.7.84","151.101.1.91","TLSv1.3","85","Application Data"
"1970","40.363810","151.101.157.91","10.169.7.84","TCP","54","443  >  55934 [ACK] Seq=4806 Ack=493 Win=219136 Len=0"
"1971","40.365839","151.101.157.91","10.169.7.84","TLSv1.2","85","Encrypted Alert"
"1972","40.365839","151.101.157.91","10.169.7.84","TCP","54","443  >  55934 [FIN, ACK] Seq=4837 Ack=493 Win=219136 Len=0"
"1973","40.365909","10.169.7.84","151.101.157.91","TCP","54","55934  >  443 [ACK] Seq=493 Ack=4838 Win=130560 Len=0"
"1974","40.702255","151.101.1.91","10.169.7.84","TCP","54","443  >  55937 [ACK] Seq=1 Ack=1371 Win=218112 Len=0"
"1975","40.702314","10.169.7.84","151.101.1.91","TCP","1133","[TCP Retransmission] 55937  >  443 [PSH, ACK] Seq=1371 Ack=1 Win=131328 Len=1079"
"1976","40.944069","10.169.7.221","10.169.7.84","DNS","152","Standard query response 0x9a41 HTTPS ads-img.mozilla.org SOA ns5-65.akam.net"
"1977","40.998872","151.101.1.91","10.169.7.84","TCP","54","443  >  55936 [ACK] Seq=1619 Ack=3030 Win=216576 Len=0"
"1978","40.998872","151.101.1.91","10.169.7.84","TLSv1.3","254","Application Data"
"1979","41.024739","151.101.1.91","10.169.7.84","TCP","54","443  >  55936 [ACK] Seq=1819 Ack=3061 Win=216576 Len=0"
"1980","41.040288","10.169.7.84","151.101.1.91","TCP","54","55936  >  443 [ACK] Seq=3061 Ack=1819 Win=131072 Len=0"
"1981","41.184795","151.101.1.91","10.169.7.84","TCP","254","[TCP Spurious Retransmission] 443  >  55936 [PSH, ACK] Seq=1619 Ack=3061 Win=216576 Len=200"
